id,Date,User_id,Tweets,Likes,Retweets,Replies
123,2022-01-21 11:00:02+00:00,12,"junto con indracompany lanzamos 10 becas destinadas a la realizacin de un bootcamp de desarrollo web fullstack en thebridgetech 
estas becas estn dirigidas a personas con discapacidad que cuenten con formaciones stem 
hasta el 2802
 httpstcoubl3gyxf4v httpstcoup09yf3eb9",8,0,0
124,2022-01-21 10:22:41+00:00,14,"junto a funiversia otorgamos 10 becas destinadas a la realizacin de un bootcamp de desarrollo web fullstack en thebridgetech 
 estas becas estn dirigidas a personas con discapacidad con formaciones stem  
hasta el 2802 httpstcowyjp06qe9c httpstcoqb8rhzoxtg httpstcouiiwuf5izh",5,0,0
125,2022-01-21 09:47:17+00:00,38,hoy tenemos reto de tripulaciones thebridgetech un da muy especial para todos enhorabuena a todos los alumnos que se gradan hoy httpstcof0ncfk8asz,1,0,0
126,2022-01-20 10:54:42+00:00,23,"nuevo eventola inteligencia artificial y la ley lo que hay y lo que viene a cargo de rayadvd

25 de enero en thebridgetech

saca ya tus entradashttpstcoeg7qbigigj

responsibleai ailaw compliance nodosenlared 
josepcurto",3,1,0
127,2022-01-19 16:20:41+00:00,23,el claustro de datascience de thebridgetech ha creado este escalofriante vdeo haciendo uso de inteligencia artificial con motivo del tema del desafodetripulaciones sobre la proteccin de las marcas alumnos y famosos se mezclan en este ejercicio de deepface ia  httpstco3eg8wyfv2p,1,2,0
128,2022-01-19 09:45:15+00:00,23,"la directora de ciberseguridad de siemens nataliaoropezag  aboga por una slida estrategia de ciberseguridad de manera proactiva y no reaccionar tras haber tenido un ataque o una auditora interna instalando algunas medidas aqu y all checkitout
httpstco3zxcwou8pt",0,0,0
129,2022-01-18 16:02:13+00:00,23,"del periodismo al marketing digital  esta es la historia de blanca gmez y su experiencia cursando el bootcamp de digitalmarketingops en thebridgetech dale al  

digitaltalent aceleratucarrera httpstcosu5ogt3xgn",0,0,0
130,2022-01-12 19:03:03+00:00,50,"ciclo de conferencias sobre inteligencia artificial responsable curso 2122
la inteligencia artificial y la ley lo que hay y lo que viene a cargo de rayadvd 
el 25 de enero en thebridgetech info httpstcozyvxg8ulb0 responsibleai ailaw compliance  cc josepcurto httpstcozqomfcyz8j",6,1,0
131,2022-01-09 17:23:02+00:00,41,me encantara saber que les ensean sobre estadstica en el super curso de data science de thebridgetech,0,0,0
132,2022-01-08 12:10:46+00:00,37,cbusquets hola thebridgetech te da la opcin de pagar una vez consigues trabajo uxerschool tambin te da opciones de pago en mi opinin son los dos top de madrid,4,0,0
133,2022-01-05 08:00:01+00:00,53,"quieres formarte en una de las profesiones que ms futuro tienen en la actualidad
acuerdo entre camaradesevilla y thebridgetech 
httpstcorykjnhm0ae
pymes autonmos emprendedores sevilla
actualidad noticias noticiashoy",3,0,0
